Country/Region,Province/State,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,Lat,Long,precipAccumulation
US,Delaware,4/18/2020,Light rain in the morning and afternoon.,rain,1587205260,1587253440,0.88,0.0055,0.0232,1587218340,0.89,rain,52.22,1587239520,33.48,1587283200,51.72,1587239520,30.82,1587283380,38.91,0.72,1010.2,8.32,24.75,1587230940,331,0.64,3,1587232200,9.955,384.6,39.28,1587265200,52.22,1587239520,39.77,1587265200,51.72,1587239520,39.3185,-75.5071,
US,Delaware,4/19/2020,Clear throughout the day.,clear-day,1587291540,1587339900,0.91,0.0007,0.0018,1587308400,0.04,rain,63.59,1587326160,48.2,1587371040,63.09,1587326160,47.38,1587375300,35.46,0.61,1013.1,7.48,20.33,1587329580,217,0.12,7,1587316020,10,356.8,33.48,1587283200,63.59,1587326160,30.82,1587283380,63.09,1587326160,39.3185,-75.5071,
US,Delaware,4/20/2020,Overcast throughout the day.,rain,1587377880,1587426360,0.94,0.0008,0.0022,1587423540,0.37,rain,60.2,1587412500,44.72,1587447000,59.7,1587412500,41.62,1587448860,41.49,0.66,1004.5,5.79,21.28,1587384660,17,0.76,4,1587405000,10,350.2,46.47,1587438000,60.2,1587412500,44.26,1587438000,59.7,1587412500,39.3185,-75.5071,
US,District of Columbia,12/31/2019,Partly cloudy throughout the day.,partly-cloudy-day,1577795280,1577829420,0.19,0.0002,0.0007,1577772240,0.24,rain,53.96,1577825280,40.61,1577883120,53.46,1577825280,37.85,1577881080,37.51,0.7,1006.9,4.99,16.93,1577847780,286,0.61,2,1577812260,9.197,335.5,42.83,1577790060,53.96,1577825280,39.94,1577851200,53.46,1577825280,38.8974,-77.0268,
US,District of Columbia,1/1/2020,Clear throughout the day.,clear-day,1577881680,1577915880,0.22,0.0003,0.0009,1577868480,0.09,rain,50.93,1577912100,31.54,1577963280,50.42,1577912520,32.03,1577963280,26.33,0.5,1011,5.83,16.64,1577890860,298,0.14,2,1577899320,10,346.9,35.52,1577937600,50.93,1577912100,36.01,1577937600,50.42,1577912520,38.8974,-77.0268,
US,District of Columbia,1/2/2020,Light rain overnight.,partly-cloudy-day,1577968080,1578002280,0.25,0.0003,0.0008,1577990880,0.08,rain,52.04,1577997480,45.82,1578044100,51.67,1577996880,44.61,1578039480,30.18,0.64,1014.2,2.82,7.59,1577983920,179,0.35,2,1577986560,9.464,309.2,31.54,1577963280,52.92,1578024000,32.03,1577963280,52.42,1578024000,38.8974,-77.0268,
US,District of Columbia,1/3/2020,"Light rain until morning, starting again in the evening.",rain,1578054480,1578088740,0.28,0.007,0.0431,1578044100,0.95,rain,52.76,1578075000,50.06,1578096120,52.26,1578075000,50.55,1578096120,45.62,0.85,1010.2,3.45,8.23,1578029760,186,0.9,2,1578072120,7.298,280.7,45.82,1578044100,52.76,1578075000,44.61,1578039480,52.26,1578075000,38.8974,-77.0268,
US,District of Columbia,1/4/2020,Rain until evening.,rain,1578140880,1578175200,0.31,0.0116,0.1177,1578175320,0.96,rain,58.49,1578167280,38.42,1578228420,57.99,1578167280,31.45,1578225720,48.97,0.87,1004.9,3.92,17.97,1578196800,303,0.87,2,1578157800,6.736,283.2,46.45,1578196800,58.49,1578167280,41.39,1578196800,57.99,1578167280,38.8974,-77.0268,
US,District of Columbia,1/5/2020,Clear throughout the day.,clear-day,1578227280,1578261660,0.34,0.0002,0.0007,1578222000,0.18,rain,42.66,1578257520,34.26,1578287700,37.57,1578265320,33.75,1578294660,26.95,0.58,1016.1,9.78,26.73,1578218760,307,0.3,2,1578243960,9.952,326.7,34.91,1578283200,46.44,1578200400,31.45,1578225720,40.58,1578200400,38.8974,-77.0268,
US,District of Columbia,1/6/2020,Clear throughout the day.,clear-day,1578313680,1578348120,0.37,0,0.0001,1578286800,0.04,,54.06,1578338580,32.77,1578394200,53.56,1578338580,31.58,1578398100,26.19,0.52,1017.7,4.83,14.57,1578330840,255,0.23,2,1578331200,9.503,316.1,34.26,1578287700,54.06,1578338580,33.75,1578294660,53.56,1578338580,38.8974,-77.0268,
US,District of Columbia,1/7/2020,Light rain in the afternoon and evening.,rain,1578400080,1578434580,0.4,0.0104,0.0657,1578428520,0.83,rain,46.65,1578414420,31.05,1578466380,43.57,1578413220,27.48,1578464460,26.5,0.67,1016.6,3.7,12.96,1578438180,309,0.57,2,1578416220,7.732,342.6,32.77,1578394200,46.65,1578414420,27.27,1578437640,43.57,1578413220,38.8974,-77.0268,
US,District of Columbia,1/8/2020,Clear throughout the day.,clear-day,1578486480,1578521040,0.44,0.0003,0.0018,1578503880,0.13,snow,45.87,1578507000,27.66,1578573240,39.28,1578507480,22.58,1578568080,24.41,0.6,1021.7,7.4,22.81,1578512520,288,0.09,2,1578504120,9.024,364,31.05,1578466380,45.87,1578507000,27.48,1578464460,39.28,1578507480,38.8974,-77.0268,0.01
US,District of Columbia,1/9/2020,Clear throughout the day.,clear-day,1578572880,1578607500,0.47,0.0002,0.0007,1578593820,0.07,snow,41.52,1578603420,33.68,1578621780,41.27,1578602880,29.47,1578627420,16.77,0.51,1039.1,4.64,9.88,1578627420,74,0.25,2,1578589860,9.992,298,27.66,1578573240,41.52,1578603420,22.58,1578568080,41.27,1578602880,38.8974,-77.0268,0.01
US,District of Columbia,1/10/2020,Partly cloudy throughout the day.,partly-cloudy-day,1578659280,1578693960,0.51,0.0003,0.0009,1578677820,0.18,rain,52.32,1578693420,48.81,1578736200,51.82,1578693420,49.3,1578736200,35.93,0.71,1033.6,4.85,18.09,1578672000,177,0.59,2,1578676740,9.103,288.2,33.93,1578641400,53.8,1578704640,30.52,1578632400,53.3,1578704640,38.8974,-77.0268,
US,District of Columbia,1/11/2020,Light rain and windy overnight.,rain,1578745680,1578780420,0.55,0.0004,0.001,1578758520,0.27,rain,70.95,1578772620,61.8,1578812460,70.45,1578772620,62.74,1578812460,54.03,0.8,1022.4,7.56,21.93,1578794520,189,0.89,2,1578762600,9.111,283.7,48.81,1578736200,70.95,1578772620,49.3,1578736200,70.45,1578772620,38.8974,-77.0268,
US,District of Columbia,1/12/2020,Clear throughout the day.,rain,1578832020,1578866880,0.58,0.0035,0.0353,1578812400,0.78,rain,68.1,1578857700,44.25,1578910980,67.6,1578857700,43.38,1578916980,50.57,0.66,1020.6,7.56,43.76,1578805380,262,0.43,2,1578849540,9.365,294,50.21,1578888000,68.1,1578857700,50.7,1578888000,67.6,1578857700,38.8974,-77.0268,
US,District of Columbia,1/13/2020,Overcast throughout the day.,partly-cloudy-day,1578918420,1578953340,0.62,0.0003,0.0015,1578923760,0.13,rain,52.69,1578945600,42.41,1578981300,52.19,1578945600,42.9,1578981300,39.25,0.72,1028.1,2.68,9.35,1578891960,353,0.85,2,1578936960,9.113,285.5,44.05,1578974400,52.69,1578945600,43.53,1578916980,52.19,1578945600,38.8974,-77.0268,
US,District of Columbia,1/14/2020,Possible drizzle in the morning.,rain,1579004820,1579039800,0.66,0.0015,0.0062,1579015260,0.63,rain,48.47,1579027980,43.26,1579093020,47.42,1579040640,42.99,1579090020,42,0.85,1023.7,2.57,6.72,1579024980,99,0.97,2,1579021920,7.886,287.9,42.41,1578981300,48.47,1579027980,42.9,1578981300,47.89,1579058220,38.8974,-77.0268,
US,District of Columbia,1/15/2020,Clear throughout the day.,partly-cloudy-day,1579091160,1579126260,0.7,0.0003,0.0009,1579125240,0.14,rain,58.12,1579114920,47.2,1579151280,57.62,1579114920,45.49,1579148280,42.96,0.79,1021.7,3.69,9.58,1579147200,202,0.56,2,1579108980,8.217,310.2,43.26,1579093020,58.12,1579114920,42.99,1579090020,57.62,1579114920,38.8974,-77.0268,
US,District of Columbia,1/16/2020,Clear throughout the day.,clear-day,1579177560,1579212720,0.73,0.0004,0.001,1579187280,0.16,rain,55.78,1579179360,30.46,1579265580,55.28,1579179360,22.5,1579262820,32.19,0.56,1020.2,11.48,29.74,1579212300,305,0.26,2,1579197120,10,308.7,36.58,1579233600,55.78,1579179360,28.22,1579233600,55.28,1579179360,38.8974,-77.0268,
US,District of Columbia,1/17/2020,Clear throughout the day.,clear-day,1579263960,1579299180,0.77,0.0006,0.0021,1579266060,0.06,rain,38.32,1579292760,25.96,1579350000,32.62,1579293180,18.75,1579349460,14.02,0.44,1037.8,8.47,23.62,1579254900,326,0.11,2,1579281300,10,310.3,29.47,1579320000,38.32,1579292760,22.5,1579262820,32.62,1579293180,38.8974,-77.0268,
US,District of Columbia,1/18/2020,Light rain in the afternoon and evening.,rain,1579350300,1579385640,0.8,0.0136,0.0811,1579384500,0.88,rain,35.39,1579392000,34.4,1579392000,28.77,1579392000,28.66,1579394940,22.06,0.68,1027.7,6.75,18.69,1579395120,165,0.83,2,1579368060,8.922,288.2,25.96,1579350000,40.06,1579406400,18.75,1579349460,33.53,1579406400,38.8974,-77.0268,
US,District of Columbia,1/19/2020,Possible drizzle in the morning.,rain,1579436700,1579472100,0.84,0.001,0.0057,1579424820,0.42,rain,44.76,1579449240,23.87,1579523640,41.18,1579435200,14.89,1579523340,26.94,0.63,1013.2,9.6,25.75,1579457280,307,0.38,2,1579454340,9.927,333.4,28.07,1579492800,44.76,1579449240,18.72,1579492800,42.79,1579424280,38.8974,-77.0268,
US,District of Columbia,1/20/2020,Clear throughout the day.,clear-day,1579523040,1579558560,0.87,0.0004,0.0019,1579528740,0.06,snow,35.71,1579553460,22.47,1579609740,28.29,1579553760,14.31,1579611480,10.9,0.47,1027.6,8.82,22.62,1579496400,324,0.04,2,1579540620,10,349.4,23.87,1579523640,35.71,1579553460,14.89,1579523340,28.29,1579553760,38.8974,-77.0268,0.09
US,District of Columbia,1/21/2020,Clear throughout the day.,clear-day,1579609440,1579645020,0.91,0.0003,0.001,1579622760,0.03,snow,37.19,1579640100,23.23,1579693800,31.26,1579640280,17.81,1579695000,12.92,0.5,1032.4,6.57,14.02,1579622280,328,0.01,2,1579627500,10,364.1,22.47,1579609740,37.19,1579640100,14.31,1579611480,31.26,1579640280,38.8974,-77.0268,0.06
US,District of Columbia,1/22/2020,Clear throughout the day.,clear-day,1579695780,1579731480,0.94,0.0003,0.001,1579669260,0.04,snow,41.08,1579727040,26.08,1579774320,40.58,1579727040,26.57,1579774320,16.03,0.54,1031.9,2.92,10.03,1579669440,297,0.05,2,1579713540,10,333.4,23.23,1579693800,41.08,1579727040,17.81,1579695000,40.58,1579727040,38.8974,-77.0268,0.04
US,District of Columbia,1/23/2020,Mostly cloudy throughout the day.,partly-cloudy-day,1579782180,1579818000,0.97,0.0006,0.0013,1579794660,0.06,rain,43.62,1579812240,34.47,1579856940,43.12,1579812240,32.49,1579860540,22.14,0.6,1029,1.59,4.7,1579824060,130,0.67,2,1579799940,10,313.6,26.08,1579774320,43.62,1579812240,26.57,1579774320,43.12,1579812240,38.8974,-77.0268,
US,District of Columbia,1/24/2020,Rain overnight.,rain,1579868520,1579904460,0.01,0.0008,0.0127,1579924800,0.45,rain,51.69,1579899720,46.38,1579932000,51.19,1579899720,43.45,1579930800,34.04,0.69,1023.9,4.13,13.59,1579921080,80,0.78,2,1579886700,9.941,323.6,34.47,1579856940,51.69,1579899720,32.49,1579860540,51.19,1579899720,38.8974,-77.0268,
US,District of Columbia,1/25/2020,Rain in the morning.,rain,1579954860,1579990920,0.04,0.0427,0.2166,1579947720,0.98,rain,50.84,1579985820,35.76,1580041380,50.33,1579986000,36.26,1580039160,41.77,0.81,1011.9,5.38,13.74,1579928640,323,0.75,2,1579972620,8.667,355.6,41.81,1580005980,50.84,1579985820,39.58,1580008140,50.33,1579986000,38.8974,-77.0268,
US,District of Columbia,1/26/2020,Partly cloudy throughout the day.,partly-cloudy-day,1580041260,1580077380,0.07,0.0004,0.0014,1580087760,0.15,rain,48.22,1580063400,36.05,1580121420,44.33,1580061780,34,1580124180,30.58,0.62,1012.7,5.16,17.01,1580051400,296,0.32,2,1580058300,10,369.2,35.76,1580041380,48.22,1580063400,36.26,1580039160,44.33,1580061780,38.8974,-77.0268,
US,District of Columbia,1/27/2020,Partly cloudy throughout the day.,partly-cloudy-day,1580127600,1580163840,0.1,0.0004,0.0013,1580115600,0.19,rain,49.51,1580154600,39.84,1580216040,45.53,1580148180,35.14,1580209020,29.89,0.61,1009.8,5.88,14.97,1580169300,283,0.44,2,1580144760,10,369.9,36.05,1580121420,49.51,1580154600,34,1580124180,45.53,1580148180,38.8974,-77.0268,
US,District of Columbia,1/28/2020,Partly cloudy throughout the day.,partly-cloudy-day,1580213940,1580250300,0.13,0.0004,0.0012,1580244480,0.18,rain,46.62,1580239500,39.4,1580296800,41.7,1580245200,35.44,1580297160,29.1,0.58,1013.9,8.08,17.29,1580227080,310,0.39,2,1580231160,10,348.6,39.84,1580216040,46.62,1580239500,35.14,1580209020,41.7,1580245200,38.8974,-77.0268,
US,District of Columbia,1/29/2020,Clear throughout the day.,partly-cloudy-day,1580300280,1580336760,0.16,0.0004,0.0014,1580289420,0.08,rain,46.26,1580331540,30.07,1580384280,42.86,1580332980,26.78,1580388240,25.75,0.54,1019.7,5.49,12.54,1580302920,316,0.32,2,1580317980,10,351.3,34.91,1580356800,46.26,1580331540,34.48,1580306340,42.86,1580332980,38.8974,-77.0268,
US,District of Columbia,1/30/2020,Partly cloudy throughout the day.,partly-cloudy-day,1580386620,1580423280,0.19,0.0004,0.0013,1580421600,0.05,rain,42.96,1580411640,33.66,1580452260,42.33,1580411040,34.15,1580452260,21.93,0.57,1024.9,3.16,6.71,1580432340,64,0.38,2,1580404440,10,356.6,30.07,1580384280,42.96,1580411640,26.78,1580388240,42.33,1580411040,38.8974,-77.0268,
US,District of Columbia,1/31/2020,Mostly cloudy throughout the day.,partly-cloudy-day,1580473020,1580509740,0.22,0.0004,0.0018,1580511780,0.24,rain,46.75,1580500980,31.79,1580557620,46.24,1580500800,32.28,1580557620,28.75,0.66,1025,1.89,6.24,1580507220,90,0.69,2,1580491800,10,352.2,33.66,1580452260,46.75,1580500980,34.15,1580452260,46.24,1580500800,38.8974,-77.0268,
US,District of Columbia,2/1/2020,Light rain in the evening and overnight.,rain,1580559360,1580596200,0.25,0.0042,0.0295,1580608500,0.77,rain,51.27,1580589960,35.74,1580639700,50.77,1580589960,33.17,1580636460,33.29,0.74,1013.5,2.28,10.2,1580601900,298,0.56,2,1580578740,9.679,357.9,31.79,1580557620,51.27,1580589960,32.28,1580557620,50.77,1580589960,38.8974,-77.0268,
US,District of Columbia,2/2/2020,Partly cloudy throughout the day.,rain,1580645700,1580682660,0.28,0.0004,0.0024,1580661480,0.35,rain,54.12,1580679900,44.67,1580734320,53.62,1580679900,45.16,1580734320,33.52,0.67,1003.7,4.74,16.15,1580674620,217,0.34,2,1580665740,9.677,362.2,35.74,1580639700,54.12,1580679900,33.17,1580636460,53.62,1580679900,38.8974,-77.0268,
US,District of Columbia,2/3/2020,Partly cloudy throughout the day.,clear-day,1580732040,1580769120,0.31,0.0004,0.0013,1580755560,0.09,rain,66.83,1580760420,51.2,1580818140,66.33,1580760420,51.69,1580818140,37.75,0.51,1010.2,3.62,11.51,1580710260,199,0.28,3,1580750220,10,325.9,44.67,1580734320,66.83,1580760420,45.16,1580734320,66.33,1580760420,38.8974,-77.0268,
US,District of Columbia,2/4/2020,Possible drizzle in the morning and overnight.,rain,1580818380,1580855580,0.35,0.0012,0.0075,1580824800,0.69,rain,65.3,1580847420,44.46,1580907600,64.8,1580847420,40.34,1580907600,46.1,0.65,1009.9,2.92,9.99,1580853540,174,0.72,3,1580837220,9.833,290.4,50.79,1580824140,65.3,1580847420,51.28,1580824140,64.8,1580847420,38.8974,-77.0268,
US,District of Columbia,2/5/2020,Light rain throughout the day.,rain,1580904720,1580942100,0.38,0.0046,0.0234,1580961600,0.9,rain,48.17,1580904000,37.8,1580965200,43.32,1580904000,33.52,1580983980,38.64,0.79,1014.5,5.14,15.75,1580902800,27,0.97,2,1580923920,7.635,312.2,37.88,1580961600,56.88,1580878800,34.58,1580950380,56.38,1580878800,38.8974,-77.0268,
US,District of Columbia,2/6/2020,Light rain throughout the day.,rain,1580991060,1581028560,0.42,0.0249,0.0887,1581022020,0.99,rain,45.4,1581026880,43.11,1581037440,45.04,1581032220,40.16,1581037260,38.84,0.9,1002.2,3.41,10.98,1581037260,142,1,2,1581009660,6.399,313.1,37.8,1580965200,45.55,1581048000,33.52,1580983980,45.11,1581047280,38.8974,-77.0268,
US,District of Columbia,2/7/2020,Rain in the morning.,rain,1581077400,1581115020,0.45,0.0224,0.1656,1581084900,0.96,rain,59.22,1581079080,32.34,1581162780,58.72,1581079080,29.4,1581148800,37.87,0.71,994.4,11.21,28.19,1581101640,278,0.62,2,1581096420,7.822,337.7,36.61,1581134400,59.22,1581079080,29.72,1581130800,58.72,1581079080,38.8974,-77.0268,
US,District of Columbia,2/8/2020,Clear throughout the day.,rain,1581163740,1581201480,0.49,0.0007,0.0055,1581148620,0.27,rain,44.93,1581193860,31.05,1581245820,41.48,1581191280,31.54,1581245820,22.44,0.53,1022.9,5.09,17.88,1581138000,238,0.13,3,1581182040,10,359.8,32.34,1581162780,44.93,1581193860,29.4,1581148800,41.48,1581191280,38.8974,-77.0268,
US,District of Columbia,2/9/2020,Clear throughout the day.,rain,1581250080,1581287940,0.53,0.0003,0.0011,1581256920,0.28,rain,49.78,1581282060,41.33,1581310080,46.67,1581272160,36.57,1581309720,25.8,0.57,1030.8,4.41,15.37,1581307200,193,0.12,3,1581269280,9.51,325.3,31.05,1581245820,49.78,1581282060,31.54,1581245820,46.67,1581272160,38.8974,-77.0268,
US,District of Columbia,2/10/2020,Light rain throughout the day.,rain,1581336420,1581374400,0.57,0.0149,0.0455,1581377340,0.98,rain,47.88,1581372900,46.88,1581379200,44.77,1581379200,44.77,1581379200,38.34,0.77,1022.2,6.91,20.58,1581331260,192,0.85,3,1581354300,7.906,312.7,41.38,1581310800,48.53,1581389460,36.6,1581310800,46.9,1581390420,38.8974,-77.0268,
US,District of Columbia,2/11/2020,Light rain in the morning and afternoon.,rain,1581422760,1581460920,0.61,0.0207,0.0785,1581421620,1,rain,56.98,1581453420,41.71,1581509280,56.48,1581453420,38.36,1581511200,48.05,0.86,1013.8,3.8,17.78,1581476820,296,0.99,3,1581441480,6.492,296.2,48.14,1581397200,56.98,1581453420,44.94,1581480000,56.48,1581453420,38.8974,-77.0268,
US,District of Columbia,2/12/2020,Light rain in the evening and overnight.,rain,1581509100,1581547380,0.64,0.0033,0.0275,1581555360,0.68,rain,49.93,1581535740,39.98,1581576780,49.37,1581533520,35.39,1581570060,32.04,0.61,1021,5.17,20.24,1581483600,6,0.72,3,1581527880,9.549,289.1,40.46,1581555780,49.93,1581535740,36.79,1581566400,49.37,1581533520,38.8974,-77.0268,
US,District of Columbia,2/13/2020,Light rain in the morning and afternoon.,rain,1581595380,1581633840,0.68,0.0106,0.0477,1581605880,0.9,rain,55.86,1581629220,36.58,1581685200,55.36,1581629220,30.86,1581685200,42.52,0.83,1008.6,8.01,24.39,1581635280,251,0.92,3,1581615000,7.984,290.4,39.98,1581576780,55.86,1581629220,35.39,1581570060,55.36,1581629220,38.8974,-77.0268,
US,District of Columbia,2/14/2020,Clear throughout the day.,clear-day,1581681720,1581720300,0.72,0.0003,0.0007,1581681240,0.09,rain,39.46,1581681600,20.99,1581767520,33.76,1581681600,16.13,1581766980,18.75,0.49,1026.9,9.06,22.39,1581706320,320,0.21,3,1581700440,10,335.7,26.82,1581739200,44.17,1581656400,19.52,1581739200,39.12,1581656400,38.8974,-77.0268,
US,District of Columbia,2/15/2020,Clear throughout the day.,clear-day,1581768060,1581806760,0.75,0.0006,0.0033,1581777240,0.24,snow,36.33,1581801000,31.23,1581825060,29.99,1581800580,25.03,1581824280,12.7,0.51,1034.3,5.46,12.58,1581802380,153,0.23,4,1581787860,9.952,329.2,20.99,1581767520,36.33,1581801000,16.13,1581766980,29.99,1581800580,38.8974,-77.0268,0.15
US,District of Columbia,2/16/2020,Partly cloudy throughout the day.,partly-cloudy-day,1581854400,1581893220,0.79,0.0004,0.0009,1581845880,0.07,rain,52.15,1581886560,39.26,1581940920,51.67,1581885840,37.4,1581941520,26.42,0.58,1022,3.96,11.91,1581839520,181,0.53,3,1581875160,9.772,332.6,31.52,1581829200,52.15,1581886560,26.24,1581839760,51.67,1581885840,38.8974,-77.0268,
US,District of Columbia,2/17/2020,Clear throughout the day.,rain,1581940740,1581979680,0.82,0.0002,0.0012,1581947760,0.27,rain,54.78,1581972540,40.92,1582006080,54.28,1581972540,40.4,1582015740,28.29,0.52,1023.8,3.47,10.5,1581951900,75,0.29,3,1581959220,9.8,337.7,39.26,1581940920,54.78,1581972540,37.4,1581941520,54.28,1581972540,38.8974,-77.0268,
US,District of Columbia,2/18/2020,Possible drizzle overnight.,rain,1582027020,1582066200,0.86,0.0004,0.0008,1582077540,0.33,rain,58.55,1582062720,43.62,1582117200,58.05,1582062720,39.87,1582117200,39.35,0.69,1020.8,4.37,16.33,1582052400,168,0.68,4,1582047540,9.283,317.4,40.92,1582006080,58.55,1582062720,40.4,1582015740,58.05,1582062720,38.8974,-77.0268,
US,District of Columbia,2/19/2020,Possible drizzle in the morning.,rain,1582113360,1582152660,0.89,0.0008,0.0068,1582102440,0.52,rain,52.67,1582145460,35.27,1582196340,52.29,1582144440,31.68,1582196640,25.97,0.45,1025.9,7.9,20.06,1582109040,317,0.62,3,1582134840,9.937,315.8,40.87,1582171200,54.65,1582088400,38.08,1582171200,54.15,1582088400,38.8974,-77.0268,
US,District of Columbia,2/20/2020,Overcast throughout the day.,partly-cloudy-day,1582199700,1582239120,0.92,0.0004,0.0008,1582222200,0.15,rain,40.95,1582225560,24.25,1582286400,40.56,1582224360,15.78,1582284240,17.39,0.44,1030.7,3.92,16.12,1582257600,349,0.74,3,1582218900,10,333.5,34.44,1582257600,40.95,1582225560,28.42,1582257600,40.56,1582224360,38.8974,-77.0268,
US,District of Columbia,2/21/2020,Clear throughout the day.,snow,1582285980,1582325580,0.95,0.0008,0.0057,1582294920,0.25,snow,38.4,1582322040,26.7,1582372260,35.44,1582329600,23.81,1582373160,9.98,0.41,1032.8,6.63,18,1582293300,332,0.05,3,1582305480,10,421.6,24.25,1582286400,38.4,1582322040,15.78,1582284240,35.46,1582329900,38.8974,-77.0268,0.17
US,District of Columbia,2/22/2020,Clear throughout the day.,clear-day,1582372320,1582412040,0.98,0.0004,0.0025,1582380000,0.24,snow,53.57,1582407840,29,1582458300,53.11,1582407780,29.49,1582458300,10.4,0.33,1027.5,4.14,13.36,1582398060,210,0,3,1582391820,10,368.3,26.7,1582372260,53.57,1582407840,23.81,1582373160,53.11,1582407780,38.8974,-77.0268,0.03
US,District of Columbia,2/23/2020,Clear throughout the day.,clear-day,1582458660,1582498500,0.01,0.0003,0.002,1582466400,0.24,rain,57.85,1582488000,34.36,1582543080,57.35,1582488000,34.85,1582543080,16.71,0.38,1022.6,2.66,10.72,1582487700,183,0.08,4,1582478340,9.968,341.7,29,1582458300,57.85,1582488000,29.49,1582458300,57.35,1582488000,38.8974,-77.0268,
US,District of Columbia,2/24/2020,Mostly cloudy throughout the day.,rain,1582544940,1582584960,0.04,0.0003,0.0012,1582567020,0.31,rain,59.93,1582570500,45.64,1582625520,59.43,1582570500,43.82,1582625340,29.66,0.52,1016.4,3.74,13.2,1582575780,176,0.53,3,1582564500,9.877,319.1,34.36,1582543080,59.93,1582570500,34.85,1582543080,59.43,1582570500,38.8974,-77.0268,
US,District of Columbia,2/25/2020,Light rain in the morning and afternoon.,rain,1582631280,1582671420,0.07,0.01,0.0587,1582639080,0.91,rain,53.77,1582662660,49.85,1582709760,53.27,1582662660,50.34,1582709760,46.11,0.88,1010.6,3.01,11.36,1582606800,162,0.97,3,1582650900,6.46,298.4,45.64,1582625520,53.77,1582662660,43.82,1582625340,53.27,1582662660,38.8974,-77.0268,
US,District of Columbia,2/26/2020,Light rain in the evening and overnight.,rain,1582717620,1582757880,0.1,0.0023,0.014,1582776000,0.58,rain,53.39,1582737180,37.7,1582808400,52.89,1582737180,29.67,1582808400,46.42,0.85,1009.5,3.87,12.66,1582772340,107,0.98,3,1582737600,4.867,302.7,46.37,1582776000,53.39,1582737180,43.45,1582772580,52.89,1582737180,38.8974,-77.0268,
US,District of Columbia,2/27/2020,Clear throughout the day.,rain,1582803900,1582844340,0.13,0.0051,0.0764,1582779960,0.9,rain,43.42,1582824540,31.31,1582876860,35.7,1582824240,26.87,1582883160,22.54,0.51,1009,12.79,33.6,1582812360,292,0.24,4,1582824600,9.506,357.7,32.7,1582862400,45.19,1582779600,26.93,1582854660,38.17,1582779600,38.8974,-77.0268,
US,District of Columbia,2/28/2020,Mostly cloudy throughout the day.,partly-cloudy-day,1582890240,1582930800,0.16,0.0003,0.0016,1582927620,0.12,snow,47.16,1582921200,31.45,1582979040,42.92,1582926480,24.47,1582974780,21.06,0.48,1013.5,7.03,19.72,1582948740,257,0.44,3,1582909620,10,389.3,31.31,1582876860,47.16,1582921200,26.87,1582883160,42.92,1582926480,38.8974,-77.0268,0
US,District of Columbia,2/29/2020,Partly cloudy throughout the day.,clear-day,1582976520,1583017320,0.2,0.0004,0.0028,1582988340,0.24,rain,36.95,1583010180,27.53,1583063160,31.37,1583020800,25.94,1583045640,14.43,0.44,1016.6,9.52,25.41,1583007720,303,0.22,3,1582996560,10,420.4,31.45,1582979040,37.82,1582952400,23.28,1582988520,31.45,1583021520,38.8974,-77.0268,
US,District of Columbia,3/1/2020,Clear throughout the day.,snow,1583062860,1583103780,0.23,0.0003,0.0009,1583070480,0.25,snow,50.8,1583096280,37.73,1583144580,50.3,1583096340,36.03,1583125620,14.85,0.39,1023,4.45,13.92,1583038800,261,0.03,4,1583082660,9.982,360.3,27.53,1583063160,50.8,1583096280,25.94,1583045640,50.3,1583096340,38.8974,-77.0268,0.02
US,District of Columbia,3/2/2020,Light rain in the evening and overnight.,rain,1583149140,1583190240,0.26,0.0028,0.0409,1583207820,0.69,rain,64.76,1583180040,44.93,1583236200,64.26,1583180040,45.42,1583236200,30.66,0.46,1014.4,6.48,20.38,1583186520,205,0.43,4,1583168280,9.841,349,37.73,1583144580,64.76,1583180040,36.03,1583125620,64.26,1583180040,38.8974,-77.0268,
US,District of Columbia,3/3/2020,Drizzle throughout the day.,rain,1583235480,1583276700,0.29,0.0033,0.0144,1583283360,0.72,rain,62.61,1583270220,46.9,1583319900,62.11,1583270220,46,1583321340,46.3,0.76,1005.2,5.23,30.53,1583290740,214,0.55,3,1583254860,8.432,378.1,44.93,1583236200,62.61,1583270220,45.42,1583236200,62.11,1583270220,38.8974,-77.0268,
US,District of Columbia,3/4/2020,Clear throughout the day.,clear-day,1583321760,1583363160,0.33,0.0002,0.0009,1583366400,0.1,rain,64.32,1583354940,42.31,1583409300,63.82,1583354940,40.54,1583409120,29.46,0.39,1011.3,7.05,27.21,1583302080,270,0.2,4,1583342460,10,353.2,46.9,1583319900,64.32,1583354940,46,1583321340,63.82,1583354940,38.8974,-77.0268,
