Country/Region,Province/State,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,Lat,Long,precipAccumulation
US,Alabama,12/31/2019,Clear throughout the day.,clear-day,1577796600,1577832840,0.19,0.0003,0.0013,1577828400,0.04,rain,60.37,1577822160,32.53,1577875080,59.87,1577822160,33.02,1577875080,32.58,0.63,1019.4,5.86,20.02,1577808060,282,0.01,3,1577814600,10,285.2,36.38,1577790780,60.37,1577822160,33.66,1577790300,59.87,1577822160,32.3182,-86.9023,
US,Alabama,1/1/2020,Clear throughout the day.,clear-day,1577883000,1577919240,0.22,0.0008,0.0022,1577868420,0.07,rain,61,1577908680,47.42,1577931420,60.5,1577908680,46.5,1577968380,30.54,0.61,1018.4,2.3,7.52,1577941200,158,0.25,3,1577901300,10,283.2,32.53,1577875080,61,1577908680,33.02,1577875080,60.5,1577908680,32.3182,-86.9023,
US,Alabama,1/2/2020,Rain throughout the day.,rain,1577969400,1578005700,0.25,0.0186,0.0726,1577973180,0.96,rain,68.09,1578013200,61.2,1578060000,68.6,1578013200,62.12,1578060000,54.4,0.88,1011.2,7.9,34.34,1578027600,144,0.94,3,1577987580,9.215,274.6,48.49,1577958660,70.83,1578027600,46.48,1577968320,71.44,1578027600,32.3182,-86.9023,
US,Alabama,1/3/2020,Rain throughout the day.,rain,1578055800,1578092160,0.28,0.0423,0.2437,1578052860,0.98,rain,63.4,1578075900,54.9,1578146400,63.11,1578075120,55.39,1578146400,61.56,0.95,1011.4,5.23,32.49,1578031200,244,0.8,3,1578074220,9.845,260.5,57.89,1578114000,71.36,1578031380,58.58,1578114000,71.99,1578031500,32.3182,-86.9023,
US,Alabama,1/4/2020,Clear throughout the day.,rain,1578142260,1578178620,0.31,0.0016,0.0063,1578150060,0.37,rain,59.38,1578163020,30.98,1578223560,58.88,1578163020,31.47,1578223560,43.43,0.71,1019.7,9.91,30.7,1578171660,294,0.39,4,1578160740,10,278,39.98,1578200400,59.38,1578163020,36.83,1578200400,58.88,1578163020,32.3182,-86.9023,
US,Alabama,1/5/2020,Clear throughout the day.,clear-day,1578228660,1578265020,0.34,0.0005,0.0021,1578222000,0.06,rain,60.45,1578258240,35.99,1578311280,59.95,1578258240,35.93,1578300240,30.59,0.64,1027.8,2.78,10.96,1578258720,254,0,4,1578246660,10,277.8,31.01,1578223140,60.45,1578258240,31.5,1578223140,59.95,1578258240,32.3182,-86.9023,
US,Alabama,1/6/2020,Clear throughout the day.,clear-day,1578315060,1578351480,0.37,0.0001,0.0002,1578355500,0.06,rain,67.34,1578344340,50.55,1578404100,66.84,1578344340,51.04,1578404100,42.38,0.76,1022.4,3.6,17.94,1578373200,201,0.08,4,1578333180,10,275.5,36.19,1578305220,67.34,1578344340,34.85,1578300600,66.84,1578344340,32.3182,-86.9023,
US,Alabama,1/7/2020,Clear throughout the day.,clear-day,1578401460,1578437940,0.41,0.0007,0.0018,1578416520,0.12,rain,62.47,1578425040,31.89,1578484500,61.97,1578425040,32.38,1578484500,37.19,0.57,1023.2,8.67,25.07,1578403860,290,0.17,4,1578419760,10,283,40.03,1578459600,62.47,1578425040,38.67,1578459600,61.97,1578425040,32.3182,-86.9023,
US,Alabama,1/8/2020,Clear throughout the day.,clear-day,1578487860,1578524400,0.44,0.0002,0.0018,1578463200,0.03,rain,63.61,1578517080,34.41,1578563820,63.11,1578517080,31.15,1578566280,29.19,0.57,1030.1,2.66,7.99,1578546000,112,0.01,4,1578506100,10,286.6,31.89,1578484500,63.61,1578517080,32.38,1578484500,63.11,1578517080,32.3182,-86.9023,
US,Alabama,1/9/2020,Mostly cloudy throughout the day.,partly-cloudy-day,1578574260,1578610860,0.48,0.0005,0.0019,1578594900,0.07,rain,68.21,1578599700,58.47,1578653340,67.71,1578599700,58.96,1578653340,38.2,0.62,1028.8,7.28,24.61,1578590820,120,0.45,3,1578591180,10,271.9,34.41,1578563820,68.21,1578599700,31.15,1578566280,67.71,1578599700,32.3182,-86.9023,
US,Alabama,1/10/2020,Windy overnight.,rain,1578660660,1578697260,0.51,0.0017,0.0119,1578697200,0.38,rain,75.02,1578685500,67.79,1578729540,74.52,1578685500,68.71,1578729480,57.82,0.74,1023.7,10.44,32.52,1578715080,135,0.75,3,1578679260,10,265.6,58.47,1578653340,75.02,1578685500,58.96,1578653340,74.52,1578685500,32.3182,-86.9023,
US,Alabama,1/11/2020,Heavy rain in the afternoon and evening.,rain,1578747060,1578783720,0.55,0.0521,0.724,1578772920,0.92,rain,76.38,1578761940,48.61,1578833460,76.87,1578762000,49.1,1578833460,64.54,0.86,1015.6,13.16,46.45,1578767940,176,0.94,3,1578765240,9.834,262.3,57.63,1578805200,76.38,1578761940,58.12,1578805200,76.87,1578762000,32.3182,-86.9023,
US,Alabama,1/12/2020,Light rain in the evening and overnight.,rain,1578833460,1578870180,0.59,0.0048,0.0205,1578891480,0.63,rain,67.68,1578859380,59.46,1578910440,67.18,1578859380,60.19,1578895200,53.17,0.86,1023.8,2.63,9.3,1578861780,48,0.49,4,1578851820,9.94,281.7,49.05,1578826680,67.68,1578859380,49.54,1578826680,67.18,1578859380,32.3182,-86.9023,
US,Alabama,1/13/2020,Rain throughout the day.,rain,1578919860,1578956640,0.62,0.0338,0.1095,1578912900,1,rain,66.92,1578945840,64.25,1578969840,66.88,1578945960,65.61,1578970560,61.96,0.96,1024.7,3.57,11.35,1578935100,88,0.88,3,1578938220,9.091,269.9,59.46,1578910440,66.92,1578945840,60.19,1578895200,66.88,1578945960,32.3182,-86.9023,
US,Alabama,1/14/2020,Rain throughout the day.,rain,1579006200,1579043100,0.66,0.0262,0.1065,1579025040,0.98,rain,71.91,1579021140,58.62,1579092960,72.71,1579021020,59.16,1579092960,65.66,0.96,1022.7,5.2,19.83,1578993180,158,0.98,3,1579024020,9.3,267.9,62.32,1579061160,71.91,1579021140,63.29,1579061160,72.71,1579021020,32.3182,-86.9023,
US,Alabama,1/15/2020,Possible drizzle overnight.,rain,1579092600,1579129560,0.7,0.0016,0.0044,1579123680,0.48,rain,72.76,1579118520,63.81,1579148040,73.07,1579118580,64.98,1579147980,63.26,0.94,1021.8,3.06,13.32,1579068000,194,0.76,3,1579110660,9.204,272.9,58.62,1579092960,72.76,1579118520,59.16,1579092960,73.07,1579118580,32.3182,-86.9023,
US,Alabama,1/16/2020,Drizzle in the morning.,rain,1579179000,1579216020,0.73,0.0035,0.0145,1579186740,0.81,rain,69.94,1579201800,49.48,1579258920,69.44,1579201800,47.6,1579258800,53.98,0.73,1026.8,7.48,26.14,1579231680,12,0.87,4,1579198500,9.45,265.4,54.85,1579237200,69.94,1579201800,55.34,1579237200,69.44,1579201800,32.3182,-86.9023,
US,Alabama,1/17/2020,Partly cloudy throughout the day.,partly-cloudy-day,1579265400,1579302480,0.77,0.001,0.0029,1579266120,0.14,rain,70.16,1579294260,51.39,1579345260,69.66,1579294260,51.88,1579345260,28.14,0.32,1029.7,8.79,30.99,1579317720,91,0.53,4,1579284060,10,271.3,49.48,1579258920,70.16,1579294260,47.6,1579258800,69.66,1579294260,32.3182,-86.9023,
US,Alabama,1/18/2020,Light rain throughout the day.,rain,1579351800,1579388940,0.81,0.0074,0.0329,1579406940,0.92,rain,64.53,1579377480,40.51,1579442400,64.03,1579377480,33.9,1579442400,51.29,0.78,1023.7,7.98,28.52,1579327200,143,0.92,3,1579370280,9.995,286,51.39,1579345260,64.53,1579377480,51.88,1579345260,64.03,1579377480,32.3182,-86.9023,
US,Alabama,1/19/2020,Partly cloudy throughout the day.,rain,1579438140,1579475340,0.84,0.0021,0.0361,1579413600,0.48,rain,52.98,1579464000,28.47,1579524960,52.49,1579463340,21.13,1579526580,27.15,0.5,1025,11.16,25.6,1579444440,327,0.47,4,1579456980,10,272.5,37.9,1579496400,61.41,1579413600,31.96,1579496400,61.26,1579413600,32.3182,-86.9023,
US,Alabama,1/20/2020,Clear throughout the day.,clear-day,1579524540,1579561800,0.88,0.0006,0.0031,1579528800,0.04,rain,46.38,1579551900,24.16,1579607760,40.56,1579551840,15.74,1579607760,16.96,0.47,1030.5,8.97,22.64,1579500000,343,0.07,4,1579543080,10,290.7,28.47,1579524960,46.38,1579551900,21.13,1579526580,40.56,1579551840,32.3182,-86.9023,
US,Alabama,1/21/2020,Clear throughout the day.,clear-day,1579610940,1579648260,0.91,0.0005,0.0015,1579622760,0.04,snow,45.51,1579640340,23.68,1579690260,41.08,1579640820,24.17,1579690260,16.65,0.52,1032.1,7.28,22.08,1579617720,358,0.03,4,1579629600,10,324.1,24.16,1579607760,45.51,1579640340,15.74,1579607760,41.08,1579640820,32.3182,-86.9023,0.06
US,Alabama,1/22/2020,Mostly cloudy throughout the day.,partly-cloudy-day,1579697280,1579734720,0.94,0.0004,0.0015,1579682700,0.03,snow,50.9,1579723620,37.63,1579785840,50.41,1579723500,32.44,1579786560,17.21,0.48,1027.1,3.51,13.87,1579755600,74,0.64,3,1579716660,10,283.2,23.68,1579690260,50.9,1579723620,24.17,1579690260,50.41,1579723500,32.3182,-86.9023,0.03
US,Alabama,1/23/2020,Rain throughout the day.,rain,1579783680,1579821180,0.97,0.0287,0.1195,1579827960,0.98,rain,50.58,1579809480,47.7,1579827600,50.07,1579809600,44.82,1579827600,37.77,0.79,1019.6,6.99,22.15,1579820580,102,0.95,3,1579802340,8.92,293.8,37.63,1579785840,51.02,1579842000,32.44,1579786560,50.52,1579842000,32.3182,-86.9023,
US,Alabama,1/24/2020,Light rain in the morning.,rain,1579870020,1579907640,0.01,0.0053,0.031,1579845600,0.86,rain,61.65,1579896960,33.64,1579955040,61.15,1579896960,31.65,1579957140,44.87,0.78,1015.8,6.71,25.34,1579921440,271,0.51,4,1579889340,8.843,309.4,42.39,1579928400,61.65,1579896960,38.49,1579928400,61.15,1579896960,32.3182,-86.9023,
US,Alabama,1/25/2020,Clear throughout the day.,clear-day,1579956420,1579994100,0.04,0.0008,0.002,1580004000,0.12,rain,55.52,1579982820,34.22,1580035500,55.02,1579982820,34.71,1580035500,34.72,0.72,1021,4.9,16.16,1579968120,285,0.2,4,1579974660,10,302.8,33.64,1579955040,55.52,1579982820,31.65,1579957140,55.02,1579982820,32.3182,-86.9023,
US,Alabama,1/26/2020,Possible drizzle overnight.,rain,1580042820,1580080560,0.07,0.0009,0.0039,1580101200,0.38,rain,59.42,1580067660,45.19,1580119560,58.92,1580067660,45.68,1580119560,38.98,0.77,1019.3,2.49,7.79,1580076000,163,0.76,3,1580061540,10,317.6,34.22,1580035500,59.42,1580067660,34.71,1580035500,58.92,1580067660,32.3182,-86.9023,
US,Alabama,1/27/2020,Mostly cloudy throughout the day.,rain,1580129160,1580167020,0.1,0.001,0.0045,1580104800,0.48,rain,58.53,1580156040,33.75,1580208900,58.03,1580156040,34.24,1580208900,45.5,0.86,1015.8,3.64,12.28,1580161440,302,0.66,3,1580148120,9.863,311,41.72,1580187600,58.53,1580156040,42.21,1580187600,58.03,1580156040,32.3182,-86.9023,
US,Alabama,1/28/2020,Clear throughout the day.,clear-day,1580215500,1580253480,0.13,0.0008,0.0022,1580244420,0.12,rain,65.22,1580240940,41.93,1580292900,64.72,1580240940,39.84,1580294220,37.7,0.72,1017,1.8,5.8,1580242980,81,0.22,4,1580234760,9.667,300.9,33.75,1580208900,65.22,1580240940,34.24,1580208900,64.72,1580240940,32.3182,-86.9023,
US,Alabama,1/29/2020,Light rain until evening.,rain,1580301900,1580339940,0.16,0.0221,0.0853,1580317560,0.93,rain,52.21,1580314500,33.89,1580382120,51.83,1580315280,34.38,1580382120,41.01,0.83,1015.5,5.07,18.02,1580316000,84,0.59,3,1580320620,9.861,306.5,40.95,1580360400,52.21,1580314500,39.48,1580360400,51.83,1580315280,32.3182,-86.9023,
US,Alabama,1/30/2020,Clear throughout the day.,clear-day,1580388240,1580426400,0.19,0.0008,0.0023,1580421600,0.13,rain,62.02,1580415360,44.77,1580451540,61.52,1580415360,43.94,1580454300,39.53,0.78,1019,3.92,14.39,1580404320,70,0.27,4,1580407440,9.839,307.3,33.89,1580382120,62.02,1580415360,34.38,1580382120,61.52,1580415360,32.3182,-86.9023,
US,Alabama,1/31/2020,Overcast throughout the day.,rain,1580474640,1580512860,0.22,0.0018,0.0066,1580526300,0.34,rain,54.23,1580493180,44.82,1580555100,53.73,1580493180,45.31,1580555100,44.66,0.83,1018.9,5.86,17.31,1580478480,85,0.92,3,1580492880,10,306.7,44.77,1580451540,54.23,1580493180,43.94,1580454300,53.73,1580493180,32.3182,-86.9023,
US,Alabama,2/1/2020,Possible drizzle in the morning.,rain,1580560980,1580599320,0.25,0.0027,0.0128,1580569020,0.52,rain,54.85,1580587560,33.77,1580644080,54.35,1580587560,31.14,1580644500,42.61,0.82,1019,5.26,18.55,1580595540,291,0.67,3,1580579100,9.966,330.2,40.38,1580619600,54.85,1580587560,38.48,1580619600,54.35,1580587560,32.3182,-86.9023,
US,Alabama,2/2/2020,Clear throughout the day.,clear-day,1580647320,1580685780,0.28,0.0004,0.002,1580680800,0.1,rain,69.46,1580674920,41.53,1580730720,68.96,1580674920,39.75,1580730840,36.68,0.65,1019.2,5.72,17.65,1580666760,229,0.07,5,1580666880,10,298.3,33.77,1580644080,69.46,1580674920,31.14,1580644500,68.96,1580674920,32.3182,-86.9023,
US,Alabama,2/3/2020,Clear throughout the day.,clear-day,1580733720,1580772240,0.32,0.0006,0.0023,1580755920,0.12,rain,75.87,1580761140,53.77,1580803140,75.37,1580761140,54.26,1580803140,46.71,0.71,1017.9,5.85,19.59,1580786520,195,0.23,5,1580753340,10,270.3,41.53,1580730720,75.87,1580761140,39.75,1580730840,75.37,1580761140,32.3182,-86.9023,
US,Alabama,2/4/2020,Possible light rain in the evening and overnight.,rain,1580820060,1580858700,0.35,0.0062,0.0335,1580871420,0.67,rain,76.57,1580844660,64.35,1580899740,76.12,1580844540,65.7,1580899680,58.62,0.83,1015.5,6.96,24.83,1580878800,179,0.75,4,1580838420,9.993,262.2,53.77,1580803140,76.57,1580844660,54.26,1580803140,76.12,1580844540,32.3182,-86.9023,
US,Alabama,2/5/2020,Rain throughout the day.,rain,1580906400,1580945100,0.38,0.0329,0.1248,1580961600,0.94,rain,72.8,1580926500,64.23,1580997600,73.07,1580926500,65.42,1580997600,65.55,0.93,1009.3,9.92,30.89,1580958600,171,0.99,4,1580925720,9.23,261.1,64.35,1580899740,72.8,1580926500,65.7,1580899680,73.07,1580926500,32.3182,-86.9023,
US,Alabama,2/6/2020,Rain throughout the day.,rain,1580992800,1581031560,0.42,0.0611,0.2532,1580997600,0.98,rain,69.86,1580994000,35.64,1581080040,70.35,1580994000,27.93,1581079680,55.57,0.93,999.8,10.36,42.23,1580990700,247,0.96,3,1581012180,9.248,284.8,45.3,1581051600,72.42,1580989380,40.72,1581051600,73.19,1580989260,32.3182,-86.9023,
US,Alabama,2/7/2020,Clear throughout the day.,rain,1581079140,1581118020,0.46,0.0033,0.0338,1581055200,0.71,rain,50.36,1581110400,34.52,1581145380,47.41,1581111840,31.05,1581145680,32.94,0.72,1014.6,9.09,29.27,1581058680,271,0.38,4,1581099840,9.846,333,35.64,1581080040,50.36,1581110400,27.93,1581079680,47.41,1581111840,32.3182,-86.9023,
US,Alabama,2/8/2020,Possible drizzle in the morning.,rain,1581165480,1581204480,0.49,0.0022,0.0078,1581171120,0.5,rain,60.03,1581196620,37.64,1581234960,59.53,1581196620,34.53,1581235140,38.06,0.75,1024.2,4.74,14.34,1581174120,222,0.3,4,1581187620,10,309.3,34.52,1581145380,60.03,1581196620,31.05,1581145680,59.53,1581196620,32.3182,-86.9023,
US,Alabama,2/9/2020,Clear throughout the day.,partly-cloudy-day,1581251820,1581290940,0.53,0.0009,0.0033,1581245940,0.1,rain,68.29,1581279540,50.35,1581330840,67.79,1581279540,50.84,1581330840,43.4,0.73,1027.2,7.39,19.74,1581267720,117,0.32,5,1581272160,9.502,275.1,37.64,1581234960,68.29,1581279540,34.53,1581235140,67.79,1581279540,32.3182,-86.9023,
US,Alabama,2/10/2020,Rain starting in the afternoon.,rain,1581338160,1581377400,0.57,0.0234,0.1561,1581392160,0.91,rain,70.84,1581371220,62.87,1581391020,70.9,1581371340,64.18,1581391200,56.49,0.85,1019.7,7.72,25.67,1581371220,153,0.8,4,1581359340,9.683,273.3,50.35,1581330840,70.84,1581371220,50.84,1581330840,70.9,1581371340,32.3182,-86.9023,
US,Alabama,2/11/2020,Possible drizzle in the morning and afternoon.,rain,1581424500,1581463860,0.61,0.0046,0.0141,1581443880,0.77,rain,76.45,1581444180,56.71,1581500520,77.09,1581443940,57.33,1581500760,64.57,0.92,1017.2,8.2,29.33,1581422220,239,0.84,5,1581444420,10,260.7,57.71,1581483600,76.45,1581444180,58.21,1581483540,77.09,1581443940,32.3182,-86.9023,
US,Alabama,2/12/2020,Rain in the morning and overnight.,rain,1581510900,1581550320,0.65,0.0083,0.1911,1581570000,0.68,rain,79.27,1581538440,56.77,1581602400,79.54,1581538020,57.26,1581602400,63.64,0.88,1013.9,9.1,32.69,1581565920,171,0.79,4,1581531180,10,263.8,56.71,1581500520,79.27,1581538440,57.33,1581500760,79.54,1581538020,32.3182,-86.9023,
US,Alabama,2/13/2020,Rain in the morning.,rain,1581597240,1581636780,0.68,0.0264,0.1478,1581591420,0.94,rain,59.1,1581598800,35.86,1581678780,58.6,1581598800,30.83,1581678600,52.04,0.84,1016.2,11.08,36.28,1581583500,309,0.92,4,1581617040,9.66,271.9,44.71,1581656400,71.71,1581573900,40.33,1581656400,72.41,1581579540,32.3182,-86.9023,
US,Alabama,2/14/2020,Clear throughout the day.,clear-day,1581683580,1581723240,0.72,0.0007,0.0018,1581681240,0.1,rain,56.71,1581710760,30.28,1581760980,56.21,1581710760,26.84,1581761220,30.13,0.59,1028.4,7.7,21.65,1581670380,358,0.14,6,1581703200,10,276.1,35.86,1581678780,56.71,1581710760,30.83,1581678600,56.21,1581710760,32.3182,-86.9023,
US,Alabama,2/15/2020,Clear throughout the day.,clear-day,1581769920,1581809700,0.76,0.0008,0.002,1581765600,0.06,rain,63.08,1581797160,45.1,1581860520,62.58,1581797160,43.9,1581860580,26.01,0.51,1027.9,4.55,13.17,1581776940,87,0.04,6,1581789720,10,279.9,30.28,1581760980,63.08,1581797160,26.84,1581761220,62.58,1581797160,32.3182,-86.9023,
US,Alabama,2/16/2020,Light rain in the morning.,rain,1581856260,1581896100,0.79,0.0088,0.045,1581861720,0.86,rain,53.97,1581883200,49.84,1581937200,53.47,1581883200,50.33,1581937200,45.61,0.86,1020.6,4.5,14.01,1581905580,80,0.91,4,1581876480,9.283,290.5,45.1,1581860520,53.97,1581883200,43.9,1581860580,53.47,1581883200,32.3182,-86.9023,
US,Alabama,2/17/2020,Possible light rain overnight.,rain,1581942600,1581982560,0.82,0.001,0.0047,1581919200,0.26,rain,63.46,1581970140,56.92,1581996840,62.96,1581970140,57.41,1581996780,53.61,0.91,1017.8,5.71,15.93,1582002000,109,0.89,4,1581962640,8.535,289,49.84,1581937200,63.46,1581970140,50.33,1581937200,62.96,1581970140,32.3182,-86.9023,
US,Alabama,2/18/2020,Rain throughout the day.,rain,1582028940,1582069020,0.86,0.0282,0.1223,1582084320,0.96,rain,75,1582056000,55.39,1582120800,75.52,1582056000,55.9,1582120800,64.51,0.95,1017.8,4.69,16.72,1582054560,181,0.92,4,1582050120,8.073,271.8,58.42,1582005600,75,1582056000,59.05,1582005600,75.52,1582056000,32.3182,-86.9023,
US,Alabama,2/19/2020,Light rain in the morning and overnight.,rain,1582115280,1582155480,0.89,0.0193,0.0918,1582099500,0.92,rain,58.38,1582117200,51.43,1582187340,58.05,1582117200,51.92,1582187340,55.1,0.94,1023.6,5.25,14.18,1582167360,7,0.96,4,1582135440,9.517,265.5,51.91,1582174800,64.49,1582092000,52.4,1582174800,64.72,1582092000,32.3182,-86.9023,
US,Alabama,2/20/2020,Heavy rain until evening.,rain,1582201620,1582241940,0.92,0.1091,0.3972,1582210920,0.99,rain,53.62,1582203600,34.62,1582284420,53.12,1582203600,27.97,1582283340,47.36,0.94,1023.1,9.14,26.4,1582252920,32,0.97,4,1582223400,7.366,266.2,41.38,1582261200,53.68,1582201920,35.72,1582261200,53.18,1582201920,32.3182,-86.9023,
US,Alabama,2/21/2020,Clear throughout the day.,clear-day,1582287960,1582328400,0.95,0.0008,0.002,1582317840,0.13,rain,50.97,1582315440,28.62,1582365720,50.46,1582315260,29.11,1582365720,30.41,0.66,1032.1,8.29,25.72,1582275960,4,0.11,6,1582307940,10,278.8,34.25,1582347600,50.97,1582315440,27.97,1582283340,50.46,1582315260,32.3182,-86.9023,
US,Alabama,2/22/2020,Clear throughout the day.,clear-day,1582374300,1582414800,0.98,0.0007,0.0021,1582401600,0.04,rain,56.71,1582402020,32,1582452600,56.21,1582402020,32.49,1582452600,28.17,0.62,1030.5,2.83,6.98,1582388040,74,0.02,6,1582394520,10,282.2,28.62,1582365720,56.71,1582402020,29.11,1582365720,56.21,1582402020,32.3182,-86.9023,
US,Alabama,2/23/2020,Partly cloudy throughout the day.,partly-cloudy-day,1582460640,1582501260,0.01,0.0005,0.0021,1582452900,0.07,rain,61.36,1582487760,48.81,1582545840,60.86,1582487760,47.23,1582552680,33.56,0.62,1024.1,2.99,10.5,1582519920,114,0.51,5,1582480440,10,275.4,32,1582452600,61.36,1582487760,32.49,1582452600,60.86,1582487760,32.3182,-86.9023,
US,Alabama,2/24/2020,Light rain throughout the day.,rain,1582546920,1582587720,0.05,0.0185,0.0601,1582584480,0.93,rain,61.41,1582572540,56.14,1582636320,60.9,1582572480,56.61,1582636440,51.55,0.86,1012.7,6.3,18.38,1582560420,144,0.89,4,1582570020,9.531,280.8,48.81,1582545840,62.95,1582606800,47.23,1582552680,62.99,1582606800,32.3182,-86.9023,
US,Alabama,2/25/2020,Overcast throughout the day.,rain,1582633260,1582674180,0.08,0.0032,0.0201,1582621020,0.65,rain,65.68,1582660680,44.73,1582714620,65.18,1582660680,43.47,1582715100,53.77,0.81,1010.9,4.18,16.67,1582610400,286,0.94,4,1582654140,9.741,288.6,51.56,1582693200,65.68,1582660680,52.05,1582693200,65.18,1582660680,32.3182,-86.9023,
US,Alabama,2/26/2020,Mostly cloudy throughout the day.,rain,1582719600,1582760640,0.11,0.0022,0.014,1582750620,0.34,rain,54.32,1582736040,34.54,1582801560,53.82,1582736040,29.02,1582801200,41.8,0.78,1017.1,8.15,25.79,1582770420,309,0.47,5,1582739700,10,285.5,40.31,1582779600,54.32,1582736040,34.73,1582779600,53.82,1582736040,32.3182,-86.9023,
US,Alabama,2/27/2020,Clear throughout the day.,clear-day,1582805940,1582847100,0.14,0.0005,0.0021,1582828680,0.07,rain,51.23,1582834440,28.76,1582889760,50.97,1582834620,25.51,1582889220,27.69,0.59,1025,6.95,22.07,1582793820,312,0.07,6,1582826400,10,295.7,34.54,1582801560,51.23,1582834440,29.02,1582801200,50.97,1582834620,32.3182,-86.9023,
US,Alabama,2/28/2020,Clear throughout the day.,clear-day,1582892280,1582933500,0.17,0.0002,0.0015,1582909260,0.04,rain,63,1582919940,35.7,1582975440,62.5,1582919940,32.78,1582973640,29.99,0.58,1023.4,7.31,28.2,1582923120,268,0.02,6,1582912620,10,332.6,28.76,1582889760,63,1582919940,25.51,1582889220,62.5,1582919940,32.3182,-86.9023,
US,Alabama,2/29/2020,Clear throughout the day.,clear-day,1582978620,1583019960,0.2,0.0007,0.0021,1582977600,0.06,rain,66,1583006460,36.75,1583057640,65.5,1583006460,34.85,1583059140,32.94,0.55,1025,5.18,19.99,1583003520,288,0.03,5,1582999320,10,338.5,35.7,1582975440,66,1583006460,32.78,1582973640,65.5,1583006460,32.3182,-86.9023,
US,Alabama,3/1/2020,Clear throughout the day.,clear-day,1583064960,1583106420,0.23,0.0004,0.0021,1583082000,0.05,rain,70.97,1583092500,53.24,1583146020,70.47,1583092500,53.73,1583146020,38.62,0.6,1022.7,5.82,20.73,1583125200,171,0.3,5,1583084280,10,310.7,36.75,1583057640,70.97,1583092500,34.85,1583059140,70.47,1583092500,32.3182,-86.9023,
US,Alabama,3/2/2020,Light rain until evening.,rain,1583151240,1583192880,0.26,0.013,0.0245,1583151420,0.94,rain,71.58,1583179140,62.48,1583200560,71.09,1583179140,63.52,1583200740,56.45,0.84,1015,7.72,26.51,1583129820,174,0.75,5,1583169240,9.935,291.2,53.24,1583146020,71.58,1583179140,53.73,1583146020,71.09,1583179140,32.3182,-86.9023,
US,Alabama,3/3/2020,"Rain until afternoon, starting again overnight.",rain,1583237580,1583279280,0.29,0.0389,0.3066,1583255160,0.91,rain,71.45,1583269020,55.35,1583330340,71.94,1583269020,56.11,1583330400,65.42,0.96,1011.3,6.94,34.37,1583240520,223,0.94,4,1583259960,9.53,278.6,62.56,1583298000,71.45,1583269020,63.69,1583298000,71.94,1583269020,32.3182,-86.9023,
US,Alabama,3/4/2020,Heavy rain throughout the day.,rain,1583323920,1583365740,0.33,0.1031,0.6023,1583355780,0.99,rain,60.4,1583348640,51.23,1583401800,59.9,1583348640,51.72,1583401800,56.73,0.95,1014.1,7.79,33.76,1583370240,46,0.94,5,1583344800,8.132,275.2,53.06,1583381280,62.77,1583311140,53.55,1583381280,62.96,1583310780,32.3182,-86.9023,
US,Alabama,3/5/2020,Rain in the morning and afternoon.,rain,1583410260,1583452200,0.36,0.0332,0.1082,1583402580,0.97,rain,57.62,1583449080,43.56,1583494920,57.12,1583449080,40.03,1583494680,52.79,0.95,1015.3,8.36,33.95,1583389800,34,0.86,4,1583431380,8.485,284.4,49.21,1583470800,57.62,1583449080,49.7,1583470800,57.12,1583449080,32.3182,-86.9023,
US,Alabama,3/6/2020,Clear throughout the day.,clear-day,1583496600,1583538660,0.4,0.001,0.0023,1583536740,0.06,rain,63.48,1583524920,35.07,1583580480,62.98,1583524920,31.04,1583579760,36.64,0.59,1025.4,9.43,28.57,1583504340,323,0.07,7,1583517420,9.76,304.8,43.56,1583494920,63.48,1583524920,40.03,1583494680,62.98,1583524920,32.3182,-86.9023,
US,Alabama,3/7/2020,Clear throughout the day.,clear-day,1583582880,1583625060,0.44,0.0009,0.0022,1583620200,0.05,rain,61.64,1583611740,37.94,1583662260,61.14,1583611740,36.13,1583662320,29.88,0.53,1031.1,5.36,16.08,1583571240,20,0.11,7,1583603820,10,312.3,35.07,1583580480,61.64,1583611740,31.04,1583579760,61.14,1583611740,32.3182,-86.9023,
US,Alabama,3/8/2020,Clear throughout the day.,partly-cloudy-day,1583669220,1583711520,0.48,0.0007,0.0022,1583721960,0.04,rain,69.64,1583698020,42.09,1583748000,69.14,1583698020,40.32,1583748300,34.75,0.54,1032,5.73,19.05,1583680800,121,0.38,6,1583690940,10,306.4,37.94,1583662260,69.64,1583698020,36.13,1583662320,69.14,1583698020,32.3182,-86.9023,
US,Alabama,3/9/2020,Partly cloudy throughout the day.,partly-cloudy-day,1583755560,1583797980,0.51,0.0008,0.0022,1583748240,0.09,rain,74.8,1583783820,56.17,1583834460,74.3,1583783820,56.66,1583834460,46.66,0.65,1030.2,7.44,24.74,1583766420,155,0.39,6,1583776800,10,292.3,42.09,1583748000,74.8,1583783820,40.32,1583748300,74.3,1583783820,32.3182,-86.9023,
